file	type	old_href	new_href	resolved_old_slug
logic-software/saving-and-exporting-data/exporting-data.md	markdown	../../../getting-help/troubleshooting/this-analyzers-native-export-is-not-supported-in-logic-2.md	../../troubleshooting/data-and-analysis-issues/this-analyzers-native-export-is-not-supported-in-logic-2.md	getting-help/troubleshooting/this-analyzers-native-export-is-not-supported-in-logic-2
logic-software/saving-and-exporting-data/exporting-data.md	content-ref	../../../getting-help/troubleshooting/this-analyzers-native-export-is-not-supported-in-logic-2.md	../../troubleshooting/data-and-analysis-issues/this-analyzers-native-export-is-not-supported-in-logic-2.md	getting-help/troubleshooting/this-analyzers-native-export-is-not-supported-in-logic-2
logic-software/saving-and-exporting-data/how-to-export-serial-protocol-results-to-a-raw-binary-file.md	markdown	changing-the-display-radix.md	../viewing-and-analyzing-data/changing-the-display-radix.md	getting-help/troubleshooting/technical-faq/changing-the-display-radix
logic-software/saving-and-exporting-data/how-to-export-serial-protocol-results-to-a-raw-binary-file.md	markdown	../../../product/user-guide/using-logic/saving-loading-and-exporting-data.md	./saving-loading-and-exporting-data.md	product/user-guide/using-logic/saving-loading-and-exporting-data
logic-software/saving-and-exporting-data/how-to-export-serial-protocol-results-to-a-raw-binary-file.md	content-ref	changing-the-display-radix.md	../viewing-and-analyzing-data/changing-the-display-radix.md	getting-help/troubleshooting/technical-faq/changing-the-display-radix
logic-software/saving-and-exporting-data/how-to-export-serial-protocol-results-to-a-raw-binary-file.md	content-ref	../../../product/user-guide/using-logic/saving-loading-and-exporting-data.md	./saving-loading-and-exporting-data.md	product/user-guide/using-logic/saving-loading-and-exporting-data
logic-software/saving-and-exporting-data/is-my-capture-data-private.md	markdown	../../../product/user-guide/device-calibration.md	../../specifications-hardware/electrical-characteristics/device-calibration.md	product/user-guide/device-calibration
logic-software/saving-and-exporting-data/is-my-capture-data-private.md	content-ref	../../../product/user-guide/device-calibration.md	../../specifications-hardware/electrical-characteristics/device-calibration.md	product/user-guide/device-calibration
logic-software/saving-and-exporting-data/matlab-data-export-format.md	markdown	../../../product/logic-software/legacy-software/older-software-releases.md	../download-and-installation/older-software-releases.md	product/logic-software/legacy-software/older-software-releases
logic-software/saving-and-exporting-data/matlab-data-export-format.md	content-ref	../../../product/logic-software/legacy-software/older-software-releases.md	../download-and-installation/older-software-releases.md	product/logic-software/legacy-software/older-software-releases
logic-software/saving-and-exporting-data/open-logicdata-files.md	markdown	../../../product/logic-software/legacy-software/older-software-releases.md	../download-and-installation/older-software-releases.md	product/logic-software/legacy-software/older-software-releases
logic-software/saving-and-exporting-data/open-logicdata-files.md	content-ref	../../../product/logic-software/legacy-software/older-software-releases.md	../download-and-installation/older-software-releases.md	product/logic-software/legacy-software/older-software-releases
logic-software/saving-and-exporting-data/sal-file-format.md	markdown	binary-export-format-logic-2.md	./binary-export-format-logic-2.md	getting-help/troubleshooting/technical-faq/binary-export-format-logic-2
logic-software/saving-and-exporting-data/sal-file-format.md	content-ref	binary-export-format-logic-2.md	./binary-export-format-logic-2.md	getting-help/troubleshooting/technical-faq/binary-export-format-logic-2
logic-software/saving-and-exporting-data/saving-loading-and-exporting-data.md	markdown	../../../getting-help/troubleshooting/location-of-your-config-file.md	../settings-and-preferences/location-of-your-config-file.md	getting-help/troubleshooting/location-of-your-config-file
logic-software/saving-and-exporting-data/saving-loading-and-exporting-data.md	markdown	../../../getting-help/troubleshooting/technical-faq/open-logicdata-files.md	./open-logicdata-files.md	getting-help/troubleshooting/technical-faq/open-logicdata-files
logic-software/saving-and-exporting-data/saving-loading-and-exporting-data.md	content-ref	../../../getting-help/troubleshooting/location-of-your-config-file.md	../settings-and-preferences/location-of-your-config-file.md	getting-help/troubleshooting/location-of-your-config-file
logic-software/saving-and-exporting-data/saving-loading-and-exporting-data.md	content-ref	../../../getting-help/troubleshooting/technical-faq/open-logicdata-files.md	./open-logicdata-files.md	getting-help/troubleshooting/technical-faq/open-logicdata-files
logic-software/saving-and-exporting-data/what-options-are-there-to-export-multiple-protocol-analyzer-results-into-the-same-file.md	markdown	../../../product/user-guide/using-logic/using-protocol-analyzers.md	../viewing-and-analyzing-data/using-protocol-analyzers.md	product/user-guide/using-logic/using-protocol-analyzers
logic-software/saving-and-exporting-data/what-options-are-there-to-export-multiple-protocol-analyzer-results-into-the-same-file.md	markdown	../../../product/user-guide/using-logic/using-protocol-analyzers.md	../viewing-and-analyzing-data/using-protocol-analyzers.md	product/user-guide/using-logic/using-protocol-analyzers
logic-software/saving-and-exporting-data/what-options-are-there-to-export-multiple-protocol-analyzer-results-into-the-same-file.md	content-ref	../../../product/user-guide/using-logic/using-protocol-analyzers.md	../viewing-and-analyzing-data/using-protocol-analyzers.md	product/user-guide/using-logic/using-protocol-analyzers
logic-software/saving-and-exporting-data/what-options-are-there-to-export-multiple-protocol-analyzer-results-into-the-same-file.md	content-ref	../../../product/user-guide/using-logic/using-protocol-analyzers.md	../viewing-and-analyzing-data/using-protocol-analyzers.md	product/user-guide/using-logic/using-protocol-analyzers
logic-software/settings-and-preferences/location-of-your-config-file.md	markdown	../../product/user-guide/using-logic/saving-loading-and-exporting-data.md	../saving-and-exporting-data/saving-loading-and-exporting-data.md	product/user-guide/using-logic/saving-loading-and-exporting-data
logic-software/settings-and-preferences/location-of-your-config-file.md	content-ref	../../product/user-guide/using-logic/saving-loading-and-exporting-data.md	../saving-and-exporting-data/saving-loading-and-exporting-data.md	product/user-guide/using-logic/saving-loading-and-exporting-data
logic-software/viewing-and-analyzing-data/compare-two-clock-signals-for-synchronization-and-drift.md	markdown	worst-case-channel-skew.md	../../specifications-hardware/electrical-characteristics/worst-case-channel-skew.md	getting-help/troubleshooting/technical-faq/worst-case-channel-skew
logic-software/viewing-and-analyzing-data/compare-two-clock-signals-for-synchronization-and-drift.md	content-ref	worst-case-channel-skew.md	../../specifications-hardware/electrical-characteristics/worst-case-channel-skew.md	getting-help/troubleshooting/technical-faq/worst-case-channel-skew
logic-software/viewing-and-analyzing-data/data-table-and-terminal.md	markdown	exporting-data.md	../saving-and-exporting-data/exporting-data.md	product/user-guide/using-logic/exporting-data
logic-software/viewing-and-analyzing-data/data-table-and-terminal.md	markdown	../../../getting-help/troubleshooting/data-table-shows-incorrect-values.md	../../troubleshooting/data-and-analysis-issues/data-table-shows-incorrect-values.md	getting-help/troubleshooting/data-table-shows-incorrect-values
logic-software/viewing-and-analyzing-data/data-table-and-terminal.md	content-ref	../../../getting-help/troubleshooting/data-table-shows-incorrect-values.md	../../troubleshooting/data-and-analysis-issues/data-table-shows-incorrect-values.md	getting-help/troubleshooting/data-table-shows-incorrect-values
logic-software/viewing-and-analyzing-data/generate-analog-graph-from-digital-data.md	markdown	../../../product/user-guide/using-logic/saving-loading-and-exporting-data.md	../saving-and-exporting-data/saving-loading-and-exporting-data.md	product/user-guide/using-logic/saving-loading-and-exporting-data
logic-software/viewing-and-analyzing-data/generate-analog-graph-from-digital-data.md	content-ref	../../../product/user-guide/using-logic/saving-loading-and-exporting-data.md	../saving-and-exporting-data/saving-loading-and-exporting-data.md	product/user-guide/using-logic/saving-loading-and-exporting-data
logic-software/viewing-and-analyzing-data/how-can-i-compare-signals-from-different-captures.md	markdown	../../../product/user-guide/using-logic/exporting-data.md	../saving-and-exporting-data/exporting-data.md	product/user-guide/using-logic/exporting-data
logic-software/viewing-and-analyzing-data/how-can-i-compare-signals-from-different-captures.md	content-ref	../../../product/user-guide/using-logic/exporting-data.md	../saving-and-exporting-data/exporting-data.md	product/user-guide/using-logic/exporting-data
logic-software/viewing-and-analyzing-data/how-does-ascii-display-characters.md	markdown	changing-the-display-radix.md	./changing-the-display-radix.md	getting-help/troubleshooting/technical-faq/changing-the-display-radix
logic-software/viewing-and-analyzing-data/how-does-ascii-display-characters.md	content-ref	changing-the-display-radix.md	./changing-the-display-radix.md	getting-help/troubleshooting/technical-faq/changing-the-display-radix
logic-software/viewing-and-analyzing-data/measurements-timing-markers.md	markdown	../extensions-apis-and-sdks/extensions/installing-extensions.md	../../extensions-api/extensions/installing-extensions.md	product/user-guide/extensions-apis-and-sdks/extensions/installing-extensions
logic-software/viewing-and-analyzing-data/measurements-timing-markers.md	content-ref	../extensions-apis-and-sdks/extensions/installing-extensions.md	../../extensions-api/extensions/installing-extensions.md	product/user-guide/extensions-apis-and-sdks/extensions/installing-extensions
logic-software/viewing-and-analyzing-data/navigating-the-software.md	markdown	capture-settings.md	../capturing-data/capture-settings.md	product/user-guide/using-logic/capture-settings
logic-software/viewing-and-analyzing-data/navigating-the-software.md	markdown	using-protocol-analyzers.md	./using-protocol-analyzers.md	product/user-guide/using-logic/using-protocol-analyzers
logic-software/viewing-and-analyzing-data/navigating-the-software.md	markdown	measurements-timing-markers.md	./measurements-timing-markers.md	product/user-guide/using-logic/measurements-timing-markers
logic-software/viewing-and-analyzing-data/navigating-the-software.md	content-ref	capture-settings.md	../capturing-data/capture-settings.md	product/user-guide/using-logic/capture-settings
logic-software/viewing-and-analyzing-data/navigating-the-software.md	content-ref	using-protocol-analyzers.md	./using-protocol-analyzers.md	product/user-guide/using-logic/using-protocol-analyzers
logic-software/viewing-and-analyzing-data/navigating-the-software.md	content-ref	measurements-timing-markers.md	./measurements-timing-markers.md	product/user-guide/using-logic/measurements-timing-markers
logic-software/viewing-and-analyzing-data/navigating-your-data.md	markdown	keyboard-shortcuts.md	../settings-and-preferences/keyboard-shortcuts.md	product/user-guide/using-logic/keyboard-shortcuts
logic-software/viewing-and-analyzing-data/navigating-your-data.md	content-ref	keyboard-shortcuts.md	../settings-and-preferences/keyboard-shortcuts.md	product/user-guide/using-logic/keyboard-shortcuts
logic-software/viewing-and-analyzing-data/set-analyzer-starting-point.md	markdown	../../product/user-guide/using-logic/delete-data.md	./delete-data.md	product/user-guide/using-logic/delete-data
logic-software/viewing-and-analyzing-data/set-analyzer-starting-point.md	content-ref	../../product/user-guide/using-logic/delete-data.md	./delete-data.md	product/user-guide/using-logic/delete-data
logic-software/viewing-and-analyzing-data/software-glitch-filter.md	markdown	../../../getting-help/troubleshooting/seeing-spikes-in-digital-capture.md	../../troubleshooting/capture-and-recording-issues/seeing-spikes-in-digital-capture.md	getting-help/troubleshooting/seeing-spikes-in-digital-capture
logic-software/viewing-and-analyzing-data/software-glitch-filter.md	markdown	../supported-voltages.md	../../specifications-hardware/electrical-characteristics/supported-voltages.md	product/user-guide/supported-voltages
logic-software/viewing-and-analyzing-data/software-glitch-filter.md	content-ref	../../../getting-help/troubleshooting/seeing-spikes-in-digital-capture.md	../../troubleshooting/capture-and-recording-issues/seeing-spikes-in-digital-capture.md	getting-help/troubleshooting/seeing-spikes-in-digital-capture
logic-software/viewing-and-analyzing-data/software-glitch-filter.md	content-ref	../supported-voltages.md	../../specifications-hardware/electrical-characteristics/supported-voltages.md	product/user-guide/supported-voltages
logic-software/viewing-and-analyzing-data/using-protocol-analyzers.md	markdown	software-glitch-filter.md	./software-glitch-filter.md	product/user-guide/using-logic/software-glitch-filter
logic-software/viewing-and-analyzing-data/using-protocol-analyzers.md	content-ref	software-glitch-filter.md	./software-glitch-filter.md	product/user-guide/using-logic/software-glitch-filter
logic-software/viewing-and-analyzing-data/what-annotations-are-supported.md	markdown	../../../product/user-guide/using-logic/measurements-timing-markers.md	./measurements-timing-markers.md	product/user-guide/using-logic/measurements-timing-markers
logic-software/viewing-and-analyzing-data/what-annotations-are-supported.md	content-ref	../../../product/user-guide/using-logic/measurements-timing-markers.md	./measurements-timing-markers.md	product/user-guide/using-logic/measurements-timing-markers
ordering-returns/180-day-return-policy-and-3-year-warranty.md	markdown	process-a-warranty.md	./process-a-warranty.md	ordering/process-a-warranty
ordering-returns/180-day-return-policy-and-3-year-warranty.md	content-ref	process-a-warranty.md	./process-a-warranty.md	ordering/process-a-warranty
ordering-returns/does-saleae-provide-drop-shipping-service.md	markdown	../what-discounts-are-available.md	./what-discounts-are-available.md	ordering/ordering-and-shipping/what-discounts-are-available
ordering-returns/does-saleae-provide-drop-shipping-service.md	content-ref	../what-discounts-are-available.md	./what-discounts-are-available.md	ordering/ordering-and-shipping/what-discounts-are-available
ordering-returns/how-do-i-get-a-quote.md	markdown	faq/saleae-part-numbers.md	../specifications-hardware/datasheets-and-compliance/saleae-part-numbers.md	ordering/ordering-and-shipping/faq/saleae-part-numbers
ordering-returns/how-do-i-get-a-quote.md	markdown	place-a-purchase-order-po.md	./place-a-purchase-order-po.md	ordering/ordering-and-shipping/place-a-purchase-order-po
ordering-returns/how-do-i-get-a-quote.md	content-ref	faq/saleae-part-numbers.md	../specifications-hardware/datasheets-and-compliance/saleae-part-numbers.md	ordering/ordering-and-shipping/faq/saleae-part-numbers
ordering-returns/how-do-i-get-a-quote.md	content-ref	place-a-purchase-order-po.md	./place-a-purchase-order-po.md	ordering/ordering-and-shipping/place-a-purchase-order-po
ordering-returns/is-the-saleae-software-sold-separately.md	markdown	../../../product/user-guide/using-logic/demo-mode.md	../logic-software/capturing-data/demo-mode.md	product/user-guide/using-logic/demo-mode
ordering-returns/is-the-saleae-software-sold-separately.md	content-ref	../../../product/user-guide/using-logic/demo-mode.md	../logic-software/capturing-data/demo-mode.md	product/user-guide/using-logic/demo-mode
ordering-returns/place-a-purchase-order-po.md	markdown	distributors.md	./distributors.md	ordering/ordering-and-shipping/distributors
ordering-returns/place-a-purchase-order-po.md	markdown	faq/saleae-part-numbers.md	../specifications-hardware/datasheets-and-compliance/saleae-part-numbers.md	ordering/ordering-and-shipping/faq/saleae-part-numbers
ordering-returns/place-a-purchase-order-po.md	markdown	how-do-i-get-a-quote.md	./how-do-i-get-a-quote.md	ordering/ordering-and-shipping/how-do-i-get-a-quote
ordering-returns/place-a-purchase-order-po.md	content-ref	distributors.md	./distributors.md	ordering/ordering-and-shipping/distributors
ordering-returns/place-a-purchase-order-po.md	content-ref	faq/saleae-part-numbers.md	../specifications-hardware/datasheets-and-compliance/saleae-part-numbers.md	ordering/ordering-and-shipping/faq/saleae-part-numbers
ordering-returns/place-a-purchase-order-po.md	content-ref	how-do-i-get-a-quote.md	./how-do-i-get-a-quote.md	ordering/ordering-and-shipping/how-do-i-get-a-quote
ordering-returns/pricing-and-availability.md	markdown	ordering-and-shipping/faq/saleae-part-numbers.md	../specifications-hardware/datasheets-and-compliance/saleae-part-numbers.md	ordering/ordering-and-shipping/faq/saleae-part-numbers
ordering-returns/pricing-and-availability.md	markdown	ordering-and-shipping/how-do-i-place-an-order.md	./how-do-i-place-an-order.md	ordering/ordering-and-shipping/how-do-i-place-an-order
ordering-returns/pricing-and-availability.md	content-ref	ordering-and-shipping/faq/saleae-part-numbers.md	../specifications-hardware/datasheets-and-compliance/saleae-part-numbers.md	ordering/ordering-and-shipping/faq/saleae-part-numbers
ordering-returns/pricing-and-availability.md	content-ref	ordering-and-shipping/how-do-i-place-an-order.md	./how-do-i-place-an-order.md	ordering/ordering-and-shipping/how-do-i-place-an-order
ordering-returns/process-a-warranty.md	markdown	../../getting-help/troubleshooting/pc-detection-test.md	../troubleshooting/diagnostic-tools/pc-detection-test.md	getting-help/troubleshooting/pc-detection-test
ordering-returns/process-a-warranty.md	markdown	../../getting-help/troubleshooting/the-devices-usb-vid-and-pid-failed.md	../troubleshooting/device-connection-issues/the-devices-usb-vid-and-pid-failed.md	getting-help/troubleshooting/the-devices-usb-vid-and-pid-failed
ordering-returns/process-a-warranty.md	markdown	../../getting-help/troubleshooting/usb-driver-problem.md	../troubleshooting/device-connection-issues/usb-driver-problem.md	getting-help/troubleshooting/usb-driver-problem
ordering-returns/process-a-warranty.md	content-ref	../../getting-help/troubleshooting/pc-detection-test.md	../troubleshooting/diagnostic-tools/pc-detection-test.md	getting-help/troubleshooting/pc-detection-test
ordering-returns/process-a-warranty.md	content-ref	../../getting-help/troubleshooting/the-devices-usb-vid-and-pid-failed.md	../troubleshooting/device-connection-issues/the-devices-usb-vid-and-pid-failed.md	getting-help/troubleshooting/the-devices-usb-vid-and-pid-failed
ordering-returns/process-a-warranty.md	content-ref	../../getting-help/troubleshooting/usb-driver-problem.md	../troubleshooting/device-connection-issues/usb-driver-problem.md	getting-help/troubleshooting/usb-driver-problem
protocol-analyzers/analyzer-user-guides/decode-differential-and-high-voltage-data.md	markdown	../../supported-voltages.md	../../specifications-hardware/electrical-characteristics/supported-voltages.md	product/user-guide/supported-voltages
protocol-analyzers/analyzer-user-guides/decode-differential-and-high-voltage-data.md	content-ref	../../supported-voltages.md	../../specifications-hardware/electrical-characteristics/supported-voltages.md	product/user-guide/supported-voltages
protocol-analyzers/analyzer-user-guides/using-async-serial.md	markdown	../../extensions-apis-and-sdks/extensions/installing-extensions.md	../../extensions-api/extensions/installing-extensions.md	product/user-guide/extensions-apis-and-sdks/extensions/installing-extensions
protocol-analyzers/analyzer-user-guides/using-async-serial.md	markdown	../../using-logic/measurements-timing-markers.md	../../logic-software/viewing-and-analyzing-data/measurements-timing-markers.md	product/user-guide/using-logic/measurements-timing-markers
protocol-analyzers/analyzer-user-guides/using-async-serial.md	markdown	../../../../getting-help/troubleshooting/technical-faq/recording-multiple-protocols.md	../supported-protocols/recording-multiple-protocols.md	getting-help/troubleshooting/technical-faq/recording-multiple-protocols
protocol-analyzers/analyzer-user-guides/using-async-serial.md	markdown	../../using-logic/demo-mode.md	../../logic-software/capturing-data/demo-mode.md	product/user-guide/using-logic/demo-mode
protocol-analyzers/analyzer-user-guides/using-async-serial.md	content-ref	../../extensions-apis-and-sdks/extensions/installing-extensions.md	../../extensions-api/extensions/installing-extensions.md	product/user-guide/extensions-apis-and-sdks/extensions/installing-extensions
protocol-analyzers/analyzer-user-guides/using-async-serial.md	content-ref	../../using-logic/measurements-timing-markers.md	../../logic-software/viewing-and-analyzing-data/measurements-timing-markers.md	product/user-guide/using-logic/measurements-timing-markers
protocol-analyzers/analyzer-user-guides/using-async-serial.md	content-ref	../../../../getting-help/troubleshooting/technical-faq/recording-multiple-protocols.md	../supported-protocols/recording-multiple-protocols.md	getting-help/troubleshooting/technical-faq/recording-multiple-protocols
protocol-analyzers/analyzer-user-guides/using-async-serial.md	content-ref	../../using-logic/demo-mode.md	../../logic-software/capturing-data/demo-mode.md	product/user-guide/using-logic/demo-mode
protocol-analyzers/analyzer-user-guides/using-can.md	page-ref	decode-differential-and-high-voltage-data.md	./decode-differential-and-high-voltage-data.md	product/user-guide/protocol-analyzers/analyzer-user-guides/decode-differential-and-high-voltage-data
protocol-analyzers/analyzer-user-guides/using-dmx-512.md	markdown	../../using-logic/demo-mode.md	../../logic-software/capturing-data/demo-mode.md	product/user-guide/using-logic/demo-mode
protocol-analyzers/analyzer-user-guides/using-dmx-512.md	content-ref	../../using-logic/demo-mode.md	../../logic-software/capturing-data/demo-mode.md	product/user-guide/using-logic/demo-mode
protocol-analyzers/analyzer-user-guides/using-i2c.md	markdown	../../../../getting-help/troubleshooting/technical-faq/viewing-i2c-addresses-as-8-bit.md	../../logic-software/viewing-and-analyzing-data/viewing-i2c-addresses-as-8-bit.md	getting-help/troubleshooting/technical-faq/viewing-i2c-addresses-as-8-bit
protocol-analyzers/analyzer-user-guides/using-i2c.md	markdown	../../using-logic/software-glitch-filter.md	../../logic-software/viewing-and-analyzing-data/software-glitch-filter.md	product/user-guide/using-logic/software-glitch-filter
protocol-analyzers/analyzer-user-guides/using-i2c.md	content-ref	../../../../getting-help/troubleshooting/technical-faq/viewing-i2c-addresses-as-8-bit.md	../../logic-software/viewing-and-analyzing-data/viewing-i2c-addresses-as-8-bit.md	getting-help/troubleshooting/technical-faq/viewing-i2c-addresses-as-8-bit
protocol-analyzers/analyzer-user-guides/using-i2c.md	content-ref	../../using-logic/software-glitch-filter.md	../../logic-software/viewing-and-analyzing-data/software-glitch-filter.md	product/user-guide/using-logic/software-glitch-filter
protocol-analyzers/analyzer-user-guides/using-i2s-pcm.md	markdown	../../../../getting-help/troubleshooting/technical-faq/changing-the-display-radix.md	../../logic-software/viewing-and-analyzing-data/changing-the-display-radix.md	getting-help/troubleshooting/technical-faq/changing-the-display-radix
protocol-analyzers/analyzer-user-guides/using-i2s-pcm.md	markdown	../../../../getting-help/troubleshooting/technical-faq/convert-i2s-pcm-to-audio.md	./convert-i2s-pcm-to-audio.md	getting-help/troubleshooting/technical-faq/convert-i2s-pcm-to-audio
protocol-analyzers/analyzer-user-guides/using-i2s-pcm.md	content-ref	../../../../getting-help/troubleshooting/technical-faq/changing-the-display-radix.md	../../logic-software/viewing-and-analyzing-data/changing-the-display-radix.md	getting-help/troubleshooting/technical-faq/changing-the-display-radix
protocol-analyzers/analyzer-user-guides/using-i2s-pcm.md	content-ref	../../../../getting-help/troubleshooting/technical-faq/convert-i2s-pcm-to-audio.md	./convert-i2s-pcm-to-audio.md	getting-help/troubleshooting/technical-faq/convert-i2s-pcm-to-audio
protocol-analyzers/analyzer-user-guides/using-spi.md	markdown	../../using-logic/delete-data.md	../../logic-software/viewing-and-analyzing-data/delete-data.md	product/user-guide/using-logic/delete-data
protocol-analyzers/analyzer-user-guides/using-spi.md	content-ref	../../using-logic/delete-data.md	../../logic-software/viewing-and-analyzing-data/delete-data.md	product/user-guide/using-logic/delete-data
protocol-analyzers/supported-protocols/supported-protocols.md	markdown	../../../getting-help/community/community-shared-protocols.md	../../community-contact/community-shared-protocols.md	getting-help/community/community-shared-protocols
protocol-analyzers/supported-protocols/supported-protocols.md	content-ref	../../../getting-help/community/community-shared-protocols.md	../../community-contact/community-shared-protocols.md	getting-help/community/community-shared-protocols
protocol-analyzers/supported-protocols/what-is-the-best-way-to-compare-similar-sequences-of-protocol-data.md	markdown	../../../product/user-guide/using-logic/saving-loading-and-exporting-data.md	../../logic-software/saving-and-exporting-data/saving-loading-and-exporting-data.md	product/user-guide/using-logic/saving-loading-and-exporting-data
protocol-analyzers/supported-protocols/what-is-the-best-way-to-compare-similar-sequences-of-protocol-data.md	markdown	changing-the-display-radix.md	../../logic-software/viewing-and-analyzing-data/changing-the-display-radix.md	getting-help/troubleshooting/technical-faq/changing-the-display-radix
protocol-analyzers/supported-protocols/what-is-the-best-way-to-compare-similar-sequences-of-protocol-data.md	content-ref	../../../product/user-guide/using-logic/saving-loading-and-exporting-data.md	../../logic-software/saving-and-exporting-data/saving-loading-and-exporting-data.md	product/user-guide/using-logic/saving-loading-and-exporting-data
protocol-analyzers/supported-protocols/what-is-the-best-way-to-compare-similar-sequences-of-protocol-data.md	content-ref	changing-the-display-radix.md	../../logic-software/viewing-and-analyzing-data/changing-the-display-radix.md	getting-help/troubleshooting/technical-faq/changing-the-display-radix
specifications-hardware/datasheets-and-compliance/system-requirements-for-saleae-products.md	markdown	../logic-software/supported-operating-systems.md	../../logic-software/download-and-installation/supported-operating-systems.md	product/logic-software/supported-operating-systems
specifications-hardware/datasheets-and-compliance/system-requirements-for-saleae-products.md	markdown	../../getting-help/troubleshooting/technical-faq/how-long-can-i-record-data.md	../../logic-software/capturing-data/how-long-can-i-record-data.md	getting-help/troubleshooting/technical-faq/how-long-can-i-record-data
specifications-hardware/datasheets-and-compliance/system-requirements-for-saleae-products.md	content-ref	../logic-software/supported-operating-systems.md	../../logic-software/download-and-installation/supported-operating-systems.md	product/logic-software/supported-operating-systems
specifications-hardware/datasheets-and-compliance/system-requirements-for-saleae-products.md	content-ref	../../getting-help/troubleshooting/technical-faq/how-long-can-i-record-data.md	../../logic-software/capturing-data/how-long-can-i-record-data.md	getting-help/troubleshooting/technical-faq/how-long-can-i-record-data
specifications-hardware/electrical-characteristics/adjusting-thresholds.md	markdown	../../../product/user-guide/supported-voltages.md	./supported-voltages.md	product/user-guide/supported-voltages
specifications-hardware/electrical-characteristics/adjusting-thresholds.md	content-ref	../../../product/user-guide/supported-voltages.md	./supported-voltages.md	product/user-guide/supported-voltages
specifications-hardware/electrical-characteristics/are-inputs-isolated.md	markdown	suggestions-for-electrical-isolation.md	./suggestions-for-electrical-isolation.md	getting-help/troubleshooting/technical-faq/suggestions-for-electrical-isolation
specifications-hardware/electrical-characteristics/are-inputs-isolated.md	content-ref	suggestions-for-electrical-isolation.md	./suggestions-for-electrical-isolation.md	getting-help/troubleshooting/technical-faq/suggestions-for-electrical-isolation
specifications-hardware/electrical-characteristics/can-i-change-the-voltage-range-of-the-analog-inputs.md	markdown	can-these-products-replace-an-oscilloscope.md	../product-comparison-and-selection/can-these-products-replace-an-oscilloscope.md	getting-help/troubleshooting/technical-faq/can-these-products-replace-an-oscilloscope
specifications-hardware/electrical-characteristics/can-i-change-the-voltage-range-of-the-analog-inputs.md	markdown	resolution-of-the-analog-inputs.md	./resolution-of-the-analog-inputs.md	getting-help/troubleshooting/technical-faq/resolution-of-the-analog-inputs
specifications-hardware/electrical-characteristics/can-i-change-the-voltage-range-of-the-analog-inputs.md	content-ref	can-these-products-replace-an-oscilloscope.md	../product-comparison-and-selection/can-these-products-replace-an-oscilloscope.md	getting-help/troubleshooting/technical-faq/can-these-products-replace-an-oscilloscope
specifications-hardware/electrical-characteristics/can-i-change-the-voltage-range-of-the-analog-inputs.md	content-ref	resolution-of-the-analog-inputs.md	./resolution-of-the-analog-inputs.md	getting-help/troubleshooting/technical-faq/resolution-of-the-analog-inputs
specifications-hardware/electrical-characteristics/resolution-of-the-analog-inputs.md	markdown	what-is-the-maximum-bandwidth.md	./what-is-the-maximum-bandwidth.md	getting-help/troubleshooting/technical-faq/what-is-the-maximum-bandwidth
specifications-hardware/electrical-characteristics/resolution-of-the-analog-inputs.md	content-ref	what-is-the-maximum-bandwidth.md	./what-is-the-maximum-bandwidth.md	getting-help/troubleshooting/technical-faq/what-is-the-maximum-bandwidth
specifications-hardware/electrical-characteristics/supported-voltages.md	markdown	using-logic/software-glitch-filter.md	../../logic-software/viewing-and-analyzing-data/software-glitch-filter.md	product/user-guide/using-logic/software-glitch-filter
specifications-hardware/electrical-characteristics/supported-voltages.md	content-ref	using-logic/software-glitch-filter.md	../../logic-software/viewing-and-analyzing-data/software-glitch-filter.md	product/user-guide/using-logic/software-glitch-filter
specifications-hardware/electrical-characteristics/what-is-the-maximum-bandwidth.md	markdown	../../../product/datasheets-and-specifications/datasheets.md	../datasheets-and-compliance/datasheets.md	product/datasheets-and-specifications/datasheets
specifications-hardware/electrical-characteristics/what-is-the-maximum-bandwidth.md	content-ref	../../../product/datasheets-and-specifications/datasheets.md	../datasheets-and-compliance/datasheets.md	product/datasheets-and-specifications/datasheets
specifications-hardware/electrical-characteristics/worst-case-channel-skew.md	markdown	what-is-asynchronous-sampling.md	./what-is-asynchronous-sampling.md	getting-help/troubleshooting/technical-faq/what-is-asynchronous-sampling
specifications-hardware/electrical-characteristics/worst-case-channel-skew.md	content-ref	what-is-asynchronous-sampling.md	./what-is-asynchronous-sampling.md	getting-help/troubleshooting/technical-faq/what-is-asynchronous-sampling
specifications-hardware/product-comparison-and-selection/how-to-choose-the-right-logic-analyzer-for-you.md	markdown	../../../product/datasheets-and-specifications/datasheets.md	../datasheets-and-compliance/datasheets.md	product/datasheets-and-specifications/datasheets
specifications-hardware/product-comparison-and-selection/how-to-choose-the-right-logic-analyzer-for-you.md	content-ref	../../../product/datasheets-and-specifications/datasheets.md	../datasheets-and-compliance/datasheets.md	product/datasheets-and-specifications/datasheets
specifications-hardware/product-comparison-and-selection/safety-and-warranty.md	markdown	../../getting-help/troubleshooting/technical-faq/suggestions-for-electrical-isolation.md	../electrical-characteristics/suggestions-for-electrical-isolation.md	getting-help/troubleshooting/technical-faq/suggestions-for-electrical-isolation
specifications-hardware/product-comparison-and-selection/safety-and-warranty.md	markdown	../../ordering/180-day-return-policy-and-3-year-warranty/process-a-warranty.md	../../ordering-returns/process-a-warranty.md	ordering/180-day-return-policy-and-3-year-warranty/process-a-warranty
